Data, H, |I|, Out_Acc, In_Acc, Sol_Time, MIP_Gap, Obj_Val, Obj_Bound, Model, Lambda, Calibration_Time, Rand_State, Time_Limit, Tuning_Used, Num_CB, Num_Cuts, Total_CB_Time, MIP_Node_Time, MIP_Sol_Time, Max_Features, Single_Feature_Use, Regularization
monk1,5,93,1,1,0.029462099,0,93,93,BendersOCT,0,189.7947532,89,3600,TRUE,2,0,0.028075933,,,,,
monk1,5,93,0.967741935,1,0.030443192,0,93,93,BendersOCT,0,146.1516981,42,3600,TRUE,2,0,0.02914691,,,,,
monk1,5,93,1,1,0.026520967,0,93,93,BendersOCT,0,207.1665167,0,3600,TRUE,2,0,0.025279045,,,,,
house_votes_84,3,326,0.963302752,0.969348659,3600.001174,0.031746032,315,325,BendersOCT,0,14578.49621,138,3600,TRUE,54,53,4.991352558,,,,,
blood,4,560,0.79144385,0.801339286,3600.003659,0.238938053,452,560,BendersOCT,0,18001.14464,138,3600,TRUE,114,92,52.01639628,,,,,
blood,3,560,0.796791444,0.803571429,3600.001266,0.236987815,361.2000009,446.8,BendersOCT,0.2,18001.1552,138,3600,TRUE,97,64,26.94807053,,,,,
fico_binary,2,7844,0.688718929,0.70793499,3600.003043,0.076974854,3889.7,4189.109091,BendersOCT,0.3,18012.83408,42,3600,TRUE,35,32,33.67350578,,,,,
monk2,5,126,0.674418605,0.851485149,3600.001369,0.171698797,96.2,112.7174242,BendersOCT,0.1,16231.51636,138,3600,TRUE,156,155,6.164707661,,,,,
ionosphere,4,263,0.806818182,0.933649289,3600.024448,0.073469388,245,263,BendersOCT,0,18022.83627,138,3600,TRUE,89,75,380.5605154,,,,,
climate,5,405,0.918518519,0.904320988,3602.020217,0.091856426,259.1,282.9,BendersOCT,0.3,18017.39368,0,3600,TRUE,47,43,319.6074805,,,,,
house_votes_84,3,326,0.944954128,0.980842912,3600.000444,0.01763803,286.6,291.6550595,BendersOCT,0.1,14469.50496,15,3600,TRUE,51,50,3.292513609,,,,,
fico_binary,2,7844,0.717017208,0.70681963,3276.04481,0,5008.2,5008.2,BendersOCT,0.1,18006.47681,0,3600,TRUE,29,28,24.56759334,,,,,
monk2,5,126,0.674418605,0.920792079,3600.000527,0.076923077,117,126,BendersOCT,0,16217.03966,15,3600,TRUE,218,188,5.051019907,,,,,
ionosphere,4,263,0.784090909,0.933649289,3600.008949,0.073469388,245,263,BendersOCT,0,18016.02319,15,3600,TRUE,44,43,186.7293186,,,,,
house_votes_84,3,326,0.95412844,0.973180077,3600.001264,0.024447947,317.0000007,324.75,BendersOCT,0,14310.48284,89,3600,TRUE,42,40,3.511268139,,,,,
fico_binary,5,7844,0.695984704,0.702995539,3600.020281,0.423943853,546.3,777.900527,BendersOCT,0.9,18027.87733,138,3600,TRUE,100,99,179.1849568,,,,,
ionosphere,2,263,0.852272727,0.895734597,3600.001803,0.105042017,238,263,BendersOCT,0,18003.74149,138,3600,TRUE,23,19,35.96357846,,,,,
monk2,5,126,0.558139535,0.891089109,3600.00275,0.125,112,126,BendersOCT,0,16231.2389,89,3600,TRUE,205,185,3.814301252,,,,,
ionosphere,4,263,0.829545455,0.943127962,3600.024789,0.069105691,246,263,BendersOCT,0,18008.76755,89,3600,TRUE,91,80,211.0765538,,,,,
fico_binary,5,7844,0.706309751,0.707775653,3600.033212,0.409249716,4449.2,6270.033839,BendersOCT,0.2,18007.24065,15,3600,TRUE,138,137,194.9954367,,,,,
ionosphere,2,263,0.806818182,0.886255924,3600.000797,0.11440678,236,263,BendersOCT,0,18002.56436,15,3600,TRUE,30,26,39.98412013,,,,,
monk2,5,126,0.651162791,0.95049505,3600.000765,0.07761959,104.5000002,112.6112474,BendersOCT,0.1,16208.28131,42,3600,TRUE,124,121,3.013696909,,,,,
ionosphere,4,263,0.931818182,0.90521327,3600.08245,0.117855875,187.8,209.9333333,BendersOCT,0.2,18006.81817,42,3600,TRUE,83,68,180.3921382,,,,,
fico_binary,5,7844,0.700956023,0.706341619,3600.255718,0.418804293,1100,1560.684722,BendersOCT,0.8,18006.16405,89,3600,TRUE,115,111,167.7997963,,,,,
ionosphere,2,263,0.795454545,0.914691943,3600.007938,0.105042016,238.0000002,263,BendersOCT,0,18004.14823,89,3600,TRUE,56,39,85.32920027,,,,,
house_votes_84,3,326,0.95412844,0.977011494,3600.000316,0.024842271,317,324.875,BendersOCT,0,14484.28724,42,3600,TRUE,42,41,4.39482379,,,,,
ionosphere,4,263,0.886363636,0.938388626,3600.01272,0.060483871,248,263,BendersOCT,0,18014.06242,0,3600,TRUE,42,41,294.3262191,,,,,
fico_binary,5,7844,0.68833652,0.713352454,3600.107607,0.403121091,2790,3914.707844,BendersOCT,0.5,18013.90111,42,3600,TRUE,91,90,246.9306214,,,,,
blood,3,560,0.764705882,0.825892857,3600.004781,0.229799852,269.8,331.8,BendersOCT,0.4,18001.14673,15,3600,TRUE,62,49,26.8454802,,,,,
blood,4,560,0.770053476,0.821428571,3600.005202,0.242356865,359.8,447,BendersOCT,0.2,18002.09616,15,3600,TRUE,137,111,68.2662518,,,,,
tic_tac_toe,4,718,0.783333333,0.850434783,3600.004168,0.181497999,485.4,573.4991287,BendersOCT,0.2,18000.95029,15,3600,TRUE,92,91,13.59962249,,,,,
ionosphere,2,263,0.863636364,0.895734597,3600.001856,0.134365325,161.5,183.2,BendersOCT,0.3,18007.01814,42,3600,TRUE,28,27,85.45816326,,,,,
house_votes_84,3,326,0.944954128,0.98467433,3600.000322,0.015673981,319,324,BendersOCT,0,14487.1689,0,3600,TRUE,35,33,4.238390684,,,,,
monk2,5,126,0.813953488,0.930693069,3600.001261,0.18627451,61.2,72.6,BendersOCT,0.4,16211.8746,0,3600,TRUE,136,135,7.196479321,,,,,
blood,3,560,0.839572193,0.794642857,3600.001123,0.259177208,399.8,503.4190476,BendersOCT,0.1,18008.02116,89,3600,TRUE,93,63,22.46695161,,,,,
blood,4,560,0.839572193,0.78125,3600.001989,0.280062064,128.9,165,BendersOCT,0.7,18001.31109,89,3600,TRUE,105,97,73.60713935,,,,,
tic_tac_toe,4,718,0.829166667,0.859130435,3600.001417,0.1706987,428,501.0590436,BendersOCT,0.3,18001.09438,89,3600,TRUE,89,88,18.36979628,,,,,
monk3,5,91,0.935483871,1,0.031365871,0,91,91,BendersOCT,0,9985.522409,138,3600,TRUE,2,0,0.029933214,,,,,
ionosphere,2,263,0.818181818,0.881516588,3600.004919,0.117754728,163.9,183.2,BendersOCT,0.3,18011.46709,0,3600,TRUE,43,35,127.0836823,,,,,
monk3,5,91,0.903225806,1,0.03241396,0,91,91,BendersOCT,0,7705.674959,15,3600,TRUE,2,0,0.03019762,,,,,
monk3,5,91,0.870967742,1,0.01949501,0,91,91,BendersOCT,0,7428.154205,89,3600,TRUE,2,0,0.017569542,,,,,
blood,4,560,0.759358289,0.808035714,3600.001667,0.230769228,455.000001,560,BendersOCT,0,18002.6293,42,3600,TRUE,128,102,59.07550406,,,,,
tic_tac_toe,4,718,0.808333333,0.829565217,3600.001464,0.216949153,590,718,BendersOCT,0,18001.86815,42,3600,TRUE,69,68,17.96305251,,,,,
kr_vs_kp,4,2397,0.799749687,0.808654849,3600.016277,0.232390746,1945,2397,BendersOCT,0,18005.53547,138,3600,TRUE,81,76,109.2696009,,,,,
fico_binary,5,7844,0.715869981,0.702676864,3600.070891,0.425402042,1094.8,1560.530155,BendersOCT,0.8,18010.84842,0,3600,TRUE,106,105,220.6380696,,,,,
monk3,5,91,0.806451613,1,0.030616045,0,91,91,BendersOCT,0,7614.260632,42,3600,TRUE,2,0,0.029103041,,,,,
ionosphere,3,263,0.886363636,0.933649289,3600.007927,0.07765266,121,130.3959719,BendersOCT,0.5,18020.55684,138,3600,TRUE,44,39,151.6325214,,,,,
monk3,5,91,0.903225806,1,0.028033018,0,91,91,BendersOCT,0,9356.816456,0,3600,TRUE,2,0,0.026023865,,,,,
soybean_small,5,35,1,1,0.016872883,0,35,35,BendersOCT,0,25.45992717,138,3600,TRUE,2,0,0.014582157,,,,,
soybean_small,5,35,1,1,0.016741037,0,35,35,BendersOCT,0,26.75561108,15,3600,TRUE,2,0,0.014659882,,,,,
soybean_small,5,35,0.916666667,1,0.012456894,0,35,35,BendersOCT,0,24.2203254,89,3600,TRUE,2,0,0.01097393,,,,,
soybean_small,5,35,0.916666667,1,0.016278982,0,35,35,BendersOCT,0,15.33615651,42,3600,TRUE,2,0,0.014090538,,,,,
soybean_small,5,35,0.833333333,1,0.019491911,0,35,35,BendersOCT,0,29.7255441,0,3600,TRUE,2,0,0.017521858,,,,,
blood,4,560,0.732620321,0.805803571,3600.009624,0.239965526,406.1,503.55,BendersOCT,0.1,18002.58405,0,3600,TRUE,119,109,52.03509045,,,,,
tic_tac_toe,4,718,0.766666667,0.850434783,3600.005646,0.182953915,545.9,645.774542,BendersOCT,0.1,18000.95353,0,3600,TRUE,103,102,19.67949414,,,,,
hayes_roth,5,120,0.775,0.885416667,3600.000576,0.100917405,109.0000026,120,BendersOCT,0,16322.81774,138,3600,TRUE,224,199,5.930109978,,,,,
kr_vs_kp,4,2397,0.948685857,0.935870699,3600.183441,0.065807025,2249,2397,BendersOCT,0,18003.91992,15,3600,TRUE,56,55,88.65846848,,,,,
ionosphere,3,263,0.897727273,0.886255924,3600.012758,0.134151607,161.8,183.50573,BendersOCT,0.3,18008.72303,15,3600,TRUE,65,57,206.3806274,,,,,
spect,5,200,0.611940299,0.89375,3600.001727,0.171808071,153.3,179.6381772,BendersOCT,0.1,18002.01389,138,3600,TRUE,149,148,20.99446416,,,,,
breast_cancer,4,214,0.625,0.877906977,3600.004371,0.144935299,167.7,192.0056497,BendersOCT,0.1,17527.6113,138,3600,TRUE,88,87,7.819141388,,,,,
hayes_roth,5,120,0.825,0.885416667,3600.00085,0.117424242,60,67.04545455,BendersOCT,0.4,16312.48468,15,3600,TRUE,126,124,5.661961555,,,,,
balance_scale,5,468,0.751592357,0.816,3600.006611,0.270985207,256.4,325.880607,BendersOCT,0.3,18000.85376,15,3600,TRUE,352,316,29.54331279,,,,,
blood,3,560,0.77540107,0.805803571,3600.000651,0.244988864,449,559,BendersOCT,0,18001.00425,42,3600,TRUE,51,46,19.49866319,,,,,
kr_vs_kp,3,2397,0.863579474,0.859749739,3600.007631,0.169463907,613.7,717.7,BendersOCT,0.7,18002.7258,138,3600,TRUE,34,32,71.10979152,,,,,
ionosphere,3,263,0.840909091,0.928909953,3600.004647,0.087417898,120,130.4901478,BendersOCT,0.5,18013.25784,89,3600,TRUE,37,34,186.7504086,,,,,
spect,5,200,0.567164179,0.85,3600.001208,0.176470546,170.0000062,200,BendersOCT,0,18000.77969,15,3600,TRUE,191,160,20.06226373,,,,,
balance_scale,5,468,0.796178344,0.808,3600.003277,0.234828491,379.0000015,468,BendersOCT,0,18002.6956,89,3600,TRUE,308,276,36.53743148,,,,,
breast_cancer,4,214,0.625,0.895348837,3600.000656,0.138297872,188,214,BendersOCT,0,16924.01824,15,3600,TRUE,126,110,11.70321679,,,,,
blood,3,560,0.727272727,0.787946429,3600.001094,0.257464789,355,446.4,BendersOCT,0.2,18002.67454,0,3600,TRUE,92,74,32.33377004,,,,,
kr_vs_kp,3,2397,0.902377972,0.903023983,3600.023613,0.106074622,648.6,717.4,BendersOCT,0.7,18002.92588,15,3600,TRUE,30,29,66.68207741,,,,,
kr_vs_kp,4,2397,0.947434293,0.938998957,3600.019534,0.067230632,2246,2397,BendersOCT,0,18004.80101,89,3600,TRUE,53,50,130.4106026,,,,,
ionosphere,3,263,0.852272727,0.900473934,3600.021977,0.109704641,237,263,BendersOCT,0,18016.07372,42,3600,TRUE,64,54,158.592056,,,,,
hayes_roth,5,120,0.825,0.916666667,3600.005965,0.132075454,106.0000017,120,BendersOCT,0,16279.29238,89,3600,TRUE,183,169,5.751635313,,,,,
balance_scale,5,468,0.76433121,0.821333333,3600.002026,0.229152702,303.6,373.1707602,BendersOCT,0.2,18000.96181,42,3600,TRUE,220,209,31.87060452,,,,,
breast_cancer,3,214,0.694444444,0.819767442,3600.000381,0.124293785,177,199,BendersOCT,0,16481.6211,138,3600,TRUE,78,64,4.387002468,,,,,
breast_cancer,4,214,0.708333333,0.889534884,3600.000547,0.169398907,183,214,BendersOCT,0,18001.2658,89,3600,TRUE,120,97,8.274634361,,,,,
kr_vs_kp,3,2397,0.892365457,0.909280501,3600.001925,0.101097499,1959,2157.05,BendersOCT,0.1,18005.29182,89,3600,TRUE,32,31,42.17572665,,,,,
hayes_roth,5,120,0.675,0.916666667,3600.000701,0.090909091,110,120,BendersOCT,0,16258.65678,42,3600,TRUE,202,181,4.484098434,,,,,
ionosphere,3,263,0.909090909,0.924170616,3600.019712,0.077868801,244.0000116,263,BendersOCT,0,18013.06436,0,3600,TRUE,61,43,143.249989,,,,,
balance_scale,5,468,0.757961783,0.837333333,3600.000896,0.215584416,385,468,BendersOCT,0,18001.52863,0,3600,TRUE,284,243,25.57997394,,,,,
breast_cancer,4,214,0.694444444,0.854651163,3600.001051,0.17901107,144.2,170.0133963,BendersOCT,0.2,18002.56752,42,3600,TRUE,92,90,6.387515545,,,,,
kr_vs_kp,3,2397,0.906132666,0.905630865,3600.001771,0.106648199,2166,2397,BendersOCT,0,18002.64781,42,3600,TRUE,33,32,37.46295142,,,,,
hayes_roth,5,120,0.625,0.927083333,3600.000943,0.068452381,112,119.6666667,BendersOCT,0,15617.29707,0,3600,TRUE,199,182,5.27153492,,,,,
monk2,3,126,0.697674419,0.732673267,3600.000702,0.10638297,94.00000078,104,BendersOCT,0,16217.33947,138,3600,TRUE,62,57,1.089297771,,,,,
blood,5,560,0.743315508,0.823660714,3600.317335,0.245667198,313.5,390.5166667,BendersOCT,0.3,18002.09127,15,3600,TRUE,278,262,132.3289673,,,,,
breast_cancer,4,214,0.736111111,0.860465116,3600.000771,0.169758546,164.2,192.0743532,BendersOCT,0.1,17564.43989,0,3600,TRUE,104,103,6.959346533,,,,,
kr_vs_kp,3,2397,0.901126408,0.905109489,3600.001875,0.104608295,2170,2397,BendersOCT,0,18002.45653,0,3600,TRUE,30,29,36.00709414,,,,,
monk2,3,126,0.674418605,0.811881188,3600.002603,0.041237113,97,101,BendersOCT,0,15589.0808,15,3600,TRUE,48,47,0.598930597,,,,,
ionosphere,5,263,0.852272727,0.886255924,3600.007302,0.128934331,209.5,236.5117424,BendersOCT,0.1,18026.01488,138,3600,TRUE,50,46,212.5628829,,,,,
blood,5,560,0.812834225,0.787946429,3600.029576,0.255605381,446,560,BendersOCT,0,18002.16066,89,3600,TRUE,153,144,124.1058702,,,,,
spect,3,200,0.701492537,0.8,3600.000251,0.265822785,158,200,BendersOCT,0,18002.1017,138,3600,TRUE,88,77,4.000255823,,,,,
ionosphere,5,263,0.897727273,0.91943128,3600.081483,0.091286307,241,263,BendersOCT,0,18037.94927,15,3600,TRUE,94,83,530.7096972,,,,,
breast_cancer,3,214,0.583333333,0.848837209,3600.000862,0.116666667,180,201,BendersOCT,0,16397.47041,15,3600,TRUE,67,54,2.177000046,,,,,
spect,5,200,0.671641791,0.83125,3600.004938,0.211567732,131.4,159.2,BendersOCT,0.2,18000.66349,89,3600,TRUE,274,247,21.62911701,,,,,
kr_vs_kp,4,2397,0.906132666,0.905630865,3600.010188,0.10724234,430.8,477,BendersOCT,0.8,18003.42849,42,3600,TRUE,58,57,94.08808422,,,,,
blood,5,560,0.727272727,0.828125,3600.010414,0.220043573,459,560,BendersOCT,0,18007.83732,42,3600,TRUE,196,178,79.85308766,,,,,
breast_cancer,3,214,0.680555556,0.854651163,3600.000258,0.145157152,155.9,178.53,BendersOCT,0.1,16513.09096,89,3600,TRUE,65,64,2.044201851,,,,,
spect,5,200,0.656716418,0.8875,3600.001013,0.117318436,179,200,BendersOCT,0,18009.97785,42,3600,TRUE,223,194,9.301388979,,,,,
kr_vs_kp,4,2397,0.939924906,0.942127216,3600.005451,0.062756403,1803.8,1917,BendersOCT,0.2,18007.00244,0,3600,TRUE,61,59,77.03464723,,,,,
blood,5,560,0.754010695,0.803571429,3600.005716,0.247009977,358.6,447.1777778,BendersOCT,0.2,18007.66661,0,3600,TRUE,211,196,137.1529558,,,,,
breast_cancer,3,214,0.722222222,0.808139535,3600.000419,0.124293785,177,199,BendersOCT,0,16467.82303,42,3600,TRUE,71,63,3.599484444,,,,,
monk2,3,126,0.744186047,0.762376238,3600.000366,0.072916667,96,103,BendersOCT,0,16167.37743,89,3600,TRUE,41,40,0.604816437,,,,,
spect,3,200,0.686567164,0.7875,3600.000485,0.274676164,108.8,138.6847666,BendersOCT,0.3,18000.83025,15,3600,TRUE,77,67,3.208017826,,,,,
car,4,1296,0.805555556,0.832208293,3600.001992,0.20045547,971.2,1165.882353,BendersOCT,0.1,18001.24908,138,3600,TRUE,91,90,19.69612718,,,,,
ionosphere,5,263,0.840909091,0.909952607,3600.021764,0.116076655,117,130.5809687,BendersOCT,0.5,18048.84748,89,3600,TRUE,52,46,222.1150711,,,,,
breast_cancer,5,214,0.583333333,0.924418605,3600.00121,0.135985388,149.8,170.1706111,BendersOCT,0.2,16889.766,15,3600,TRUE,151,150,16.77467585,,,,,
breast_cancer,3,214,0.722222222,0.825581395,3600.003411,0.170766641,139.4,163.2048698,BendersOCT,0.2,16431.44724,0,3600,TRUE,60,59,3.075259209,,,,,
car,4,1296,0.854166667,0.845708775,3600.000948,0.191176471,1088,1296,BendersOCT,0,18000.9,42,3600,TRUE,68,67,15.53605294,,,,,
car,4,1296,0.837962963,0.846673095,3600.00066,0.193489684,213.4,254.6906985,BendersOCT,0.8,18001.0769,15,3600,TRUE,76,74,20.48828602,,,,,
balance_scale,5,468,0.694267516,0.845333333,3600.027318,0.196930946,391,468,BendersOCT,0,18000.57258,138,3600,TRUE,313,276,21.30832434,,,,,
spect,5,200,0.597014925,0.84375,3600.006909,0.183431942,169.0000015,200,BendersOCT,0,18000.51726,0,3600,TRUE,211,188,16.00957346,,,,,
house_votes_84,5,326,0.981651376,0.988505747,3600.00727,0.022012579,254.4,260,BendersOCT,0.2,14810.79139,138,3600,TRUE,144,143,21.80886292,,,,,
car,3,1296,0.782407407,0.816779171,3600.000576,0.100390394,1054,1159.811475,BendersOCT,0,18003.0962,138,3600,TRUE,47,46,8.640808821,,,,,
car,4,1296,0.805555556,0.840887175,3600.00546,0.188990826,1090,1296,BendersOCT,0,18001.36362,0,3600,TRUE,76,73,18.15933108,,,,,
car,4,1296,0.826388889,0.832208293,3600.017837,0.199581805,971.9,1165.873556,BendersOCT,0.1,18001.37664,89,3600,TRUE,103,102,23.2014327,,,,,
blood,5,560,0.780748663,0.808035714,3600.005111,0.244229337,268.6,334.2,BendersOCT,0.4,18002.0123,138,3600,TRUE,167,162,110.7384679,,,,,
house_votes_84,5,326,0.899082569,1,0.113317966,0,326,326,BendersOCT,0,13264.76686,15,3600,TRUE,2,0,0.110749483,,,,,
monk2,4,126,0.674418605,0.841584158,3600.001027,0.21153845,104.000001,126,BendersOCT,0,16226.57072,138,3600,TRUE,140,114,2.18964386,,,,,
car,3,1296,0.805555556,0.81485053,3600.000882,0.102783049,1054,1162.333333,BendersOCT,0,18003.30005,15,3600,TRUE,47,46,7.586958647,,,,,
breast_cancer,5,214,0.638888889,0.912790698,3600.002758,0.097435897,195,214,BendersOCT,0,18000.55216,138,3600,TRUE,194,168,15.90785384,,,,,
fico_binary,4,7844,0.704780115,0.712555768,3600.098661,0.420850732,546.6,776.6370103,BendersOCT,0.9,18006.25859,138,3600,TRUE,82,81,112.2238157,,,,,
house_votes_84,5,326,0.926605505,1,0.126523972,0,326,326,BendersOCT,0,13959.92298,89,3600,TRUE,2,0,0.124368191,,,,,
car,3,1296,0.810185185,0.81002893,3600.001497,0.110292719,946.3,1050.67,BendersOCT,0.1,18000.83439,89,3600,TRUE,61,60,7.772312164,,,,,
house_votes_84,5,326,0.944954128,0.996168582,3600.001145,0.00617284,324,326,BendersOCT,0,14491.1574,42,3600,TRUE,177,164,13.65662384,,,,,
breast_cancer,5,214,0.694444444,0.924418605,3600.002796,0.10880829,193.0000001,214,BendersOCT,0,18008.02932,89,3600,TRUE,247,219,11.12686253,,,,,
fico_binary,4,7844,0.69789675,0.70347355,3600.012045,0.426902799,1093.4,1560.175521,BendersOCT,0.8,18005.87561,15,3600,TRUE,91,87,86.94604015,,,,,
house_votes_84,5,326,0.95412844,0.992337165,3600.009965,0.006172837,324.0000007,326,BendersOCT,0,14548.25998,0,3600,TRUE,167,151,17.15513062,,,,,
car,3,1296,0.81712963,0.819672131,3600.000507,0.13372978,838.4,950.5190476,BendersOCT,0.2,18000.74223,42,3600,TRUE,56,54,10.74604511,,,,,
breast_cancer,5,214,0.694444444,0.889534884,3600.001491,0.132822902,150.2000001,170.15,BendersOCT,0.2,18000.42603,42,3600,TRUE,128,126,15.43817663,,,,,
fico_binary,4,7844,0.696749522,0.706660293,3600.015354,0.418342143,1652.3,2343.526723,BendersOCT,0.7,18005.2946,89,3600,TRUE,93,92,118.9971082,,,,,
monk2,4,126,0.651162791,0.811881188,3600.00053,0.225806446,80.6000004,98.8,BendersOCT,0.2,16219.39762,15,3600,TRUE,105,103,2.110135317,,,,,
tic_tac_toe,5,718,0.879166667,0.886956522,3600.002389,0.134281201,633,718,BendersOCT,0,18002.58565,138,3600,TRUE,261,225,34.29454422,,,,,
car,3,1296,0.787037037,0.826422372,3600.000848,0.092317954,1062,1160.041667,BendersOCT,0,18001.01766,0,3600,TRUE,42,41,6.140956879,,,,,
breast_cancer,5,214,0.694444444,0.872093023,3600.001907,0.120418848,191,214,BendersOCT,0,18012.07835,0,3600,TRUE,178,156,10.0136447,,,,,
fico_binary,4,7844,0.69789675,0.714945825,3600.0371,0.394544949,4492.8,6265.411545,BendersOCT,0.2,18005.19117,42,3600,TRUE,88,86,93.270715,,,,,
tic_tac_toe,5,718,0.854166667,0.91826087,3600.006136,0.102918587,651,718,BendersOCT,0,18001.65509,15,3600,TRUE,302,244,34.18941927,,,,,
monk2,3,126,0.697674419,0.831683168,3600.00111,0.099292177,76.4,83.98592233,BendersOCT,0.2,15304.46922,42,3600,TRUE,59,58,0.70288825,,,,,
fico_binary,4,7844,0.717399618,0.706022945,3600.130672,0.413113678,1104,1560.077501,BendersOCT,0.8,18006.15688,0,3600,TRUE,93,91,121.3744726,,,,,
ionosphere,5,263,0.806818182,0.90521327,3600.0957,0.119148936,235,263,BendersOCT,0,18013.79065,42,3600,TRUE,110,96,527.4549935,,,,,
monk3,4,91,0.935483871,0.95890411,3600.002589,0.013296122,49.60000004,50.25948771,BendersOCT,0.4,10462.66999,138,3600,TRUE,80,78,1.131330252,,,,,
monk2,3,126,0.627906977,0.782178218,3600.000265,0.082474227,97.00000002,105,BendersOCT,0,15114.26407,0,3600,TRUE,47,44,0.960035563,,,,,
monk3,4,91,0.806451613,0.98630137,3600.00038,0.018760459,79.4,80.88958043,BendersOCT,0.1,7880.307495,15,3600,TRUE,156,136,2.138857841,,,,,
tic_tac_toe,5,718,0.870833333,0.902608696,3600.001677,0.106317411,649,718,BendersOCT,0,18000.75058,89,3600,TRUE,245,211,34.57701302,,,,,
hayes_roth,4,120,0.75,0.854166667,3600.000238,0.028846154,104,107,BendersOCT,0,14999.09646,138,3600,TRUE,89,78,2.172874689,,,,,
monk3,4,91,0.774193548,1,821.538343,9.32E-05,80.50000005,80.50750002,BendersOCT,0.1,7482.689634,89,3600,TRUE,74,70,1.466724634,,,,,
monk3,4,91,0.870967742,1,131.2476442,0,91,91,BendersOCT,0,7345.438846,42,3600,TRUE,93,83,1.431489944,,,,,
spect,3,200,0.671641791,0.76875,3600.000882,0.278079344,108.5,138.6716088,BendersOCT,0.3,18004.24213,89,3600,TRUE,54,53,2.869152784,,,,,
hayes_roth,4,120,0.8,0.84375,3600.000941,0.027930908,90.7,93.23333333,BendersOCT,0.1,14872.26981,15,3600,TRUE,149,128,1.845643997,,,,,
tic_tac_toe,5,718,0.879166667,0.886956522,3600.007046,0.120124805,641,718,BendersOCT,0,18001.87611,42,3600,TRUE,333,272,40.42712903,,,,,
monk3,4,91,0.903225806,1,0.010592937,0,91,91,BendersOCT,0,6703.284249,0,3600,TRUE,2,0,0.010050535,,,,,
ionosphere,5,263,0.818181818,0.881516588,3606.787513,0.11912474,211.3,236.4710575,BendersOCT,0.1,18027.97405,0,3600,TRUE,58,50,227.4417319,,,,,
hayes_roth,4,120,0.85,0.875,3600.002302,0.020558003,68.1,69.5,BendersOCT,0.3,15161.27241,89,3600,TRUE,136,121,1.724698067,,,,,
monk2,4,126,0.674418605,0.821782178,3600.000443,0.209452196,93.10000044,112.6,BendersOCT,0.1,16215.31793,89,3600,TRUE,103,96,1.65836072,,,,,
tic_tac_toe,5,718,0.883333333,0.911304348,3600.001203,0.101226994,652,718,BendersOCT,0,18000.69827,0,3600,TRUE,249,210,36.21290326,,,,,
hayes_roth,4,120,0.7,0.895833333,1845.98711,0,107,107,BendersOCT,0,9675.494253,42,3600,TRUE,98,85,1.24510169,,,,,
hayes_roth,4,120,0.575,0.895833333,267.6911039,0,109,109,BendersOCT,0,8491.822919,0,3600,TRUE,99,88,1.552881718,,,,,
monk2,4,126,0.697674419,0.831683168,3600.000307,0.199999903,105.0000085,126,BendersOCT,0,16209.55398,42,3600,TRUE,143,113,2.371575356,,,,,
spect,3,200,0.686567164,0.76875,3600.000255,0.290322581,155,200,BendersOCT,0,18000.88059,42,3600,TRUE,87,68,2.613150835,,,,,
kr_vs_kp,5,2397,0.936170213,0.946298227,3600.102679,0.062650571,1126.5,1197.075868,BendersOCT,0.5,18002.79279,89,3600,TRUE,84,82,123.3402843,,,,,
kr_vs_kp,5,2397,0.846057572,0.839937435,3600.021546,0.21980552,391.4,477.4318807,BendersOCT,0.8,18003.58596,0,3600,TRUE,72,71,132.5225346,,,,,
spect,3,200,0.671641791,0.775,3600.000273,0.282051282,156,200,BendersOCT,0,18005.78107,0,3600,TRUE,53,49,1.831140041,,,,,
kr_vs_kp,5,2397,0.92991239,0.94734098,3600.024261,0.06332493,674.3,717,BendersOCT,0.7,18003.04284,42,3600,TRUE,84,82,109.5839767,,,,,
kr_vs_kp,5,2397,0.934918648,0.938477581,3600.015186,0.067603748,896.4,957,BendersOCT,0.6,18002.90869,15,3600,TRUE,83,82,113.3684497,,,,,
monk2,4,126,0.581395349,0.821782178,3600.000408,0.223300971,103,126,BendersOCT,0,16210.23111,0,3600,TRUE,126,114,1.445090771,,,,,